0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
0.000,0.830
